kT  Cv_n0  Cv_n1  Cv_n2  Cv_n3  Cv_n4  Cv_n5
1.660000000000000142e+00 7.620361004349822664e-01 7.052462741296620097e-01 6.677574560624767175e-01 6.714822017774000340e-01 7.130723479123451947e-01 7.739748219102451365e-01
1.670000000000000151e+00 7.647337105113661826e-01 7.085256141961462362e-01 6.714749507326963629e-01 6.752222872744056970e-01 7.164118468284575991e-01 7.768104452506843227e-01
1.679999999999999938e+00 7.673905793113529050e-01 7.117576393799176504e-01 6.751395249763879614e-01 6.789123255173225013e-01 7.197091193771956164e-01 7.796112274859356983e-01
1.689999999999999947e+00 7.700068474807959529e-01 7.149425802924987972e-01 6.787515131994236173e-01 6.825525472338879185e-01 7.229642162089001678e-01 7.823771033153986698e-01
1.699999999999999956e+00 7.725826701781243200e-01 7.180806805150173888e-01 6.823112597496615583e-01 6.861431954479851880e-01 7.261772044337699850e-01 7.851080246320741862e-01
1.709999999999999964e+00 7.751182163491104893e-01 7.211721958939253385e-01 6.858191183236036492e-01 6.896845248466706435e-01 7.293481668959052033e-01 7.878039598723269865e-01
1.719999999999999973e+00 7.776136680265859358e-01 7.242173938625557916e-01 6.892754513947053630e-01 6.931768011693206777e-01 7.324772014713636370e-01 7.904648933831218693e-01
1.729999999999999982e+00 7.800692196543927981e-01 7.272165527877433311e-01 6.926806296626208947e-01 6.966203006182926094e-01 7.355644203895469468e-01 7.930908248064700850e-01
1.739999999999999991e+00 7.824850774349194626e-01 7.301699613406318345e-01 6.960350315227799012e-01 7.000153092903518282e-01 7.386099495771941692e-01 7.956817684807730995e-01
1.750000000000000000e+00 7.848614586995700249e-01 7.330779178909798688e-01 6.993390425556025303e-01 7.033621226282783523e-01 7.416139280243371212e-01 7.982377528587447646e-01
1.760000000000000009e+00 7.871985913014861724e-01 7.359407299241051970e-01 7.025930550347753156e-01 7.066610448919792287e-01 7.445765071715544359e-01 8.007588199416338925e-01
1.770000000000000018e+00 7.894967130299073155e-01 7.387587134798269117e-01 7.057974674539889692e-01 7.099123886485024792e-01 7.474978503178882905e-01 8.032450247293990708e-01
1.780000000000000027e+00 7.917560710455364692e-01 7.415321926126133834e-01 7.089526840715204559e-01 7.131164742803960399e-01 7.503781320488053241e-01 8.056964346865478355e-01
1.790000000000000036e+00 7.939769213363163658e-01 7.442614988722883185e-01 7.120591144721295507e-01 7.162736295117658747e-01 7.532175376836044434e-01 8.081131292233008079e-01
1.800000000000000044e+00 7.961595281929669810e-01 7.469469708046085898e-01 7.151171731456963387e-01 7.193841889515473209e-01 7.560162627416705527e-01 8.104951991917793697e-01
1.810000000000000053e+00 7.983041637037554539e-01 7.495889534710552526e-01 7.181272790820744101e-01 7.224484936533844825e-01 7.587745124270174335e-01 8.128427463968881383e-01
1.820000000000000062e+00 8.004111072678999905e-01 7.521877979872086950e-01 7.210898553816345036e-01 7.254668906916391657e-01 7.614925011305733182e-01 8.151558831215824918e-01
1.830000000000000071e+00 8.024806451270247720e-01 7.547438610791156188e-01 7.240053288809936705e-01 7.284397327529928967e-01 7.641704519496431702e-01 8.174347316661956242e-01
1.840000000000000080e+00 8.045130699141634922e-01 7.572575046569947066e-01 7.268741297934576684e-01 7.313673777431463074e-01 7.668085962240533959e-01 8.196794239015232630e-01
1.850000000000000089e+00 8.065086802197286575e-01 7.597290954057769330e-01 7.296966913636665497e-01 7.342501884081501506e-01 7.694071730884443072e-01 8.218901008353388660e-01
1.860000000000000098e+00 8.084677801739692526e-01 7.621590043918645696e-01 7.324734495360172293e-01 7.370885319698937677e-01 7.719664290402472595e-01 8.240669121920480844e-01
1.870000000000000107e+00 8.103906790453605513e-01 7.645476066855880770e-01 7.352048426363897438e-01 7.398827797752911550e-01 7.744866175228283245e-01 8.262100160051522035e-01
1.880000000000000115e+00 8.122776908544819818e-01 7.668952809988484054e-01 7.378913110667509878e-01 7.426333069587465197e-01 7.769679985233665098e-01 8.283195782222450010e-01
1.890000000000000124e+00 8.141291340028374846e-01 7.692024093373867055e-01 7.405332970122270320e-01 7.453404921174553444e-01 7.794108381849906841e-01 8.303957723222175069e-01
1.900000000000000133e+00 8.159453309162080226e-01 7.714693766672596764e-01 7.431312441602045959e-01 7.480047169991292932e-01 7.818154084327464393e-01 8.324387789443946639e-01
1.910000000000000142e+00 8.177266077020283186e-01 7.736965705949758743e-01 7.456855974310946378e-01 7.506263662017772509e-01 7.841819866129571270e-01 8.344487855293004630e-01
1.920000000000000151e+00 8.194732938203628247e-01 7.758843810608612168e-01 7.481968027203470539e-01 7.532058268850952976e-01 7.865108551455777253e-01 8.364259859707668943e-01
1.929999999999999938e+00 8.211857217680493815e-01 7.780332000452052643e-01 7.506653066513707673e-01 7.557434884931583108e-01 7.888023011891180936e-01 8.383705802791042716e-01
1.939999999999999947e+00 8.228642267755642559e-01 7.801434212867358609e-01 7.530915563389676270e-01 7.582397424879870895e-01 7.910566163177659149e-01 8.402827742550594836e-01
1.949999999999999956e+00 8.245091465162164290e-01 7.822154400130156837e-01 7.554759991629471649e-01 7.606949820936884654e-01 7.932740962103171922e-01 8.421627791742725133e-01
1.959999999999999964e+00 8.261208208272645681e-01 7.842496526823486969e-01 7.578190825515688234e-01 7.631096020507841526e-01 7.954550403505402656e-01 8.440108114819823149e-01
1.969999999999999973e+00 8.276995914425583356e-01 7.862464567367926094e-01 7.601212537744871378e-01 7.654839983804354597e-01 7.975997517386343993e-01 8.458270924977041583e-01
1.979999999999999982e+00 8.292458017363331102e-01 7.882062503659001962e-01 7.623829597448986695e-01 7.678185681582013755e-01 7.997085366134145668e-01 8.476118481296143203e-01
1.989999999999999991e+00 8.307597964777839739e-01 7.901294322808241066e-01 7.646046468305205401e-01 7.701137092970549158e-01 8.017817041848986914e-01 8.493653085984104179e-01
2.000000000000000000e+00 8.322419215960690231e-01 7.920164014984156786e-01 7.667867606731708641e-01 7.723698203393258854e-01 8.038195663769687194e-01 8.510877081703667191e-01
2.009999999999999787e+00 8.336925239553724110e-01 7.938675571349594895e-01 7.689297460166126807e-01 7.745873002572940536e-01 8.058224375797771177e-01 8.527792848993616115e-01
2.020000000000000018e+00 8.351119511397192552e-01 7.956832982092483242e-01 7.710340465423863865e-01 7.767665482621507467e-01 8.077906344116009274e-01 8.544402803776298683e-01
2.029999999999999805e+00 8.365005512471933580e-01 7.974640234546104267e-01 7.731001047133614357e-01 7.789079636210247681e-01 8.097244754898500485e-01 8.560709394950014595e-01
2.040000000000000036e+00 8.378586726932304440e-01 7.992101311396342389e-01 7.751283616247492958e-01 7.810119454818487128e-01 8.116242812109134563e-01 8.576715102064007556e-01
2.049999999999999822e+00 8.391866640227151342e-01 8.009220188972328014e-01 7.771192568622876662e-01 7.830788927057676929e-01 8.134903735385937695e-01 8.592422433073833021e-01
2.059999999999999609e+00 8.404848737305321560e-01 8.026000835617871365e-01 7.790732283673891256e-01 7.851092037068552187e-01 8.153230758008312984e-01 8.607833922174786823e-01
2.069999999999999840e+00 8.417536500903101127e-01 8.042447210140727387e-01 7.809907123089694370e-01 7.871032762989026432e-01 8.171227124944718812e-01 8.622952127711283055e-01
2.079999999999999627e+00 8.429933409910790321e-01 8.058563260336722989e-01 7.828721429617491179e-01 7.890615075490196029e-01 8.188896090977950681e-01 8.637779630160227207e-01
2.089999999999999858e+00 8.442042937815418258e-01 8.074352921586346321e-01 7.847179525907991282e-01 7.909842936378446154e-01 8.206240918905880477e-01 8.652319030186037541e-01
2.099999999999999645e+00 8.453868551217202931e-01 8.089820115521043631e-01 7.865285713420795410e-01 7.928720297261140360e-01 8.223264877814890905e-01 8.666572946765485064e-01
2.109999999999999876e+00 8.465413708416881233e-01 8.104968748756647967e-01 7.883044271387976698e-01 7.947251098274169534e-01 8.239971241423845738e-01 8.680544015380382561e-01
2.119999999999999662e+00 8.476681858071819509e-01 8.119802711691676000e-01 7.900459455833594991e-01 7.965439266868682422e-01 8.256363286496272158e-01 8.694234886276068774e-01
2.129999999999999893e+00 8.487676437917915928e-01 8.134325877367937219e-01 7.917535498647007008e-01 7.983288716655524420e-01 8.272444291318510334e-01 8.707648222783940239e-01
2.139999999999999680e+00 8.498400873555513879e-01 8.148542100391474863e-01 7.934276606708292601e-01 8.000803346305138675e-01 8.288217534241700823e-01 8.720786699706128964e-01
2.149999999999999911e+00 8.508858577296743997e-01 8.162455215911149642e-01 7.950686961063727631e-01 8.017987038501046548e-01 8.303686292285518133e-01 8.733653001760551815e-01
2.159999999999999698e+00 8.519052947071908966e-01 8.176069038653194232e-01 7.966770716149547127e-01 8.034843658945102218e-01 8.318853839801665373e-01 8.746249822084527503e-01
2.169999999999999929e+00 8.528987365393250197e-01 8.189387362009495908e-01 7.982531999062131289e-01 8.051377055412844985e-01 8.333723447195104939e-01 8.758579860795320249e-01
2.179999999999999716e+00 8.538665198373642795e-01 8.202413957177536741e-01 7.997974908873192179e-01 8.067591056856892040e-01 8.348298379701126759e-01 8.770645823605988101e-01
2.189999999999999947e+00 8.548089794798233720e-01 8.215152572350146176e-01 8.013103515987839431e-01 8.083489472557170430e-01 8.362581896216474409e-01 8.782450420494659626e-01
2.199999999999999734e+00 8.557264485247281227e-01 8.227606931953164171e-01 8.027921861544392579e-01 8.099076091315844383e-01 8.376577248182689450e-01 8.793996364426054368e-01
2.209999999999999964e+00 8.566192581268203821e-01 8.239780735929262967e-01 8.042433956854053712e-01 8.114354680695798905e-01 8.390287678519896541e-01 8.805286370123275308e-01
2.219999999999999751e+00 8.574877374594849222e-01 8.251677659066112280e-01 8.056643782879080451e-01 8.129328986300917714e-01 8.403716420609479432e-01 8.816323152888734249e-01
2.229999999999999982e+00 8.583322136412503411e-01 8.263301350367089348e-01 8.070555289748012617e-01 8.144002731096620096e-01 8.416866697323777124e-01 8.827109427472442649e-01
2.239999999999999769e+00 8.591530116666744599e-01 8.274655432463318139e-01 8.084172396306467112e-01 8.158379614769539767e-01 8.429741720101485702e-01 8.837647906986418889e-01
2.250000000000000000e+00 8.599504543414469016e-01 8.285743501064829486e-01 8.097498989702190952e-01 8.172463313124512796e-01 8.442344688067067171e-01 8.847941301863792019e-01
2.259999999999999787e+00 8.607248622215667444e-01 8.296569124449845178e-01 8.110538925003040189e-01 8.186257477517924208e-01 8.454678787192643208e-01 8.857992318861116487e-01
2.270000000000000018e+00 8.614765535564169463e-01 8.307135842990541752e-01 8.123296024846633490e-01 8.199765734325870081e-01 8.466747189501090398e-01 8.867803660102744345e-01
2.279999999999999805e+00 8.622058442356016483e-01 8.317447168713617556e-01 8.135774079120365876e-01 8.212991684445936080e-01 8.478553052308723803e-01 8.877378022165879345e-01
2.290000000000000036e+00 8.629130477393865961e-01 8.327506584894727171e-01 8.147976844670656860e-01 8.225938902831405608e-01 8.490099517506412008e-01 8.886718095204997336e-01
2.299999999999999822e+00 8.635984750926397613e-01 8.337317545685093423e-01 8.159908045040313862e-01 8.238610938056667443e-01 8.501389710877651495e-01 8.895826562114507174e-01
2.310000000000000053e+00 8.642624348220597774e-01 8.346883475769205640e-01 8.171571370232749709e-01 8.251011311912667123e-01 8.512426741452449042e-01 8.904706097728434244e-01
2.319999999999999840e+00 8.649052329166589947e-01 8.356207770052194173e-01 8.182970476502076096e-01 8.263143519031331818e-01 8.523213700895574396e-01 8.913359368055912002e-01
2.329999999999999627e+00 8.655271727912897672e-01 8.365293793375819797e-01 8.194108986168083808e-01 8.275011026537857362e-01 8.533753662928232897e-01 8.921789029551416839e-01
2.339999999999999858e+00 8.661285552531376997e-01 8.374144880261924495e-01 8.204990487454930648e-01 8.286617273729743882e-01 8.544049682781844623e-01 8.929997728418608283e-01
2.349999999999999645e+00 8.667096784710603963e-01 8.382764334682011320e-01 8.215618534352655544e-01 8.297965671781855068e-01 8.554104796682778789e-01 8.937988099946712062e-01
2.359999999999999876e+00 8.672708379476211649e-01 8.391155429852101832e-01 8.225996646500653986e-01 8.309059603476047773e-01 8.563922021367010862e-01 8.945762767878391308e-01
2.369999999999999662e+00 8.678123264937622761e-01 8.399321408051806381e-01 8.236128309091995670e-01 8.319902422954862375e-01 8.573504353623634389e-01 8.953324343808143349e-01
2.379999999999999893e+00 8.683344342059587939e-01 8.407265480466366014e-01 8.246016972797918232e-01 8.330497455498152570e-01 8.582854769866242739e-01 8.960675426610146266e-01
2.389999999999999680e+00 8.688374484457921376e-01 8.414990827050919941e-01 8.255666053711392394e-01 8.340847997321721996e-01 8.591976225730950656e-01 8.967818601894687047e-01
2.399999999999999911e+00 8.693216538217948264e-01 8.422500596416059304e-01 8.265078933309344400e-01 8.350957315397269376e-01 8.600871655700521590e-01 8.974756441492174330e-01
2.409999999999999698e+00 8.697873321735296592e-01 8.429797905733457108e-01 8.274258958432151312e-01 8.360828647292685156e-01 8.609543972753157526e-01 8.981491502963857565e-01
2.419999999999999929e+00 8.702347625577596668e-01 8.436885840661197955e-01 8.283209441280177110e-01 8.370465201031879188e-01 8.617996068035472801e-01 8.988026329138372184e-01
2.429999999999999716e+00 8.706642212366330069e-01 8.443767455287398693e-01 8.291933659426348191e-01 8.379870154973499963e-01 8.626230810558513928e-01 8.994363447673209278e-01
2.439999999999999947e+00 8.710759816678179668e-01 8.450445772091801366e-01 8.300434855844026627e-01 8.389046657707647237e-01 8.634251046916037176e-01 9.000505370640373703e-01
2.449999999999999734e+00 8.714703144964701664e-01 8.456923781924108319e-01 8.308716238949621635e-01 8.397997827969870821e-01 8.642059601024332238e-01 9.006454594135276936e-01
2.459999999999999964e+00 8.718474875489752307e-01 8.463204443998705306e-01 8.316780982659146559e-01 8.406726754571826055e-01 8.649659273882551735e-01 9.012213597908230733e-01
2.469999999999999751e+00 8.722077658283720059e-01 8.469290685904674598e-01 8.324632226458111850e-01 8.415236496347857642e-01 8.657052843353029159e-01 9.017784845017640105e-01
2.479999999999999982e+00 8.725514115114021418e-01 8.475185403630682845e-01 8.332273075484201152e-01 8.423530082116793549e-01 8.664243063960691549e-01 9.023170781504243898e-01
2.489999999999999769e+00 8.728786839470820125e-01 8.480891461603815573e-01 8.339706600621996646e-01 8.431610510658373858e-01 8.671232666710799730e-01 9.028373836085653581e-01
2.500000000000000000e+00 8.731898396567624454e-01 8.486411692741857582e-01 8.346935838609296221e-01 8.439480750703776124e-01 8.678024358924496529e-01 9.033396419870454164e-01
2.509999999999999787e+00 8.734851323355738995e-01 8.491748898518345356e-01 8.353963792154296408e-01 8.447143740939380141e-01 8.684620824091253688e-01 9.038240926091217764e-01
2.520000000000000018e+00 8.737648128552266691e-01 8.496905849039761982e-01 8.360793430063386822e-01 8.454602390023497893e-01 8.691024721737768965e-01 9.042909729855826972e-01
2.529999999999999805e+00 8.740291292680602009e-01 8.501885283134216209e-01 8.367427687378669043e-01 8.461859576615314849e-01 8.697238687312472960e-01 9.047405187916274238e-01
2.540000000000000036e+00 8.742783268123283102e-01 8.506689908451186000e-01 8.373869465524915734e-01 8.468918149415559649e-01 8.703265332085201589e-01 9.051729638454552029e-01
2.549999999999999822e+00 8.745126479186241530e-01 8.511322401571674856e-01 8.380121632465571402e-01 8.475780927218390381e-01 8.709107243061362524e-01 9.055885400884868819e-01
2.560000000000000053e+00 8.747323322174063165e-01 8.515785408128208056e-01 8.386187022867055418e-01 8.482450698973925673e-01 8.714766982909952775e-01 9.059874775671624691e-01
