kT  U_n0  U_n1  U_n2  U_n3  U_n4  U_n5
1.590000000000000080e+00 3.073396693693599246e+00 2.981147102866169352e+00 2.845430374661141126e+00 2.424782721128666552e+00 2.136769069081037919e+00 1.799739049746855724e+00
1.600000000000000089e+00 3.080831691508812309e+00 2.987974719883691233e+00 2.851853177331052258e+00 2.431242080346337264e+00 2.143672409637714882e+00 1.807286051531648896e+00
1.610000000000000098e+00 3.088296336589862356e+00 2.994838251818676245e+00 2.858316668467710375e+00 2.437742140167276084e+00 2.150611889556463652e+00 1.814863645211395538e+00
1.620000000000000107e+00 3.095790216472311673e+00 3.001737214233714202e+00 2.864820300007820286e+00 2.444282388602274203e+00 2.157587087846221774e+00 1.822471491298668145e+00
1.630000000000000115e+00 3.103312918959317823e+00 3.008671123963122529e+00 2.871363526424865142e+00 2.450862314999009861e+00 2.164597582757394445e+00 1.830109248364101493e+00
1.640000000000000124e+00 3.110864032320482586e+00 3.015639499295354131e+00 2.877945804872870994e+00 2.457481410212076778e+00 2.171642952000014226e+00 1.837776573255044621e+00
1.650000000000000133e+00 3.118443145481645029e+00 3.022641860146454196e+00 2.884566595322653804e+00 2.464139166765055400e+00 2.178722772952914166e+00 1.845473121306520525e+00
1.660000000000000142e+00 3.126049848205938453e+00 3.029677728224900779e+00 2.891225360690814039e+00 2.470835079004915613e+00 2.185836622864175016e+00 1.853198546544665870e+00
1.670000000000000151e+00 3.133683731266366124e+00 3.036746627188128045e+00 2.897921566961742634e+00 2.477568643248989844e+00 2.192984079043138745e+00 1.860952501882854548e+00
1.679999999999999938e+00 3.141344386610216421e+00 3.043848082791025256e+00 2.904654683302872797e+00 2.484339357924784775e+00 2.200164719044273909e+00 1.868734639310677847e+00
1.689999999999999947e+00 3.149031407515547887e+00 3.050981623026715273e+00 2.911424182173431241e+00 2.491146723702882149e+00 2.207378120843130898e+00 1.876544610075976838e+00
1.699999999999999956e+00 3.156744388740059470e+00 3.058146778259879905e+00 2.918229539426914432e+00 2.497990243623159135e+00 2.214623863004681503e+00 1.884382064860105066e+00
1.709999999999999964e+00 3.164482926662568030e+00 3.065343081352915888e+00 2.925070234407528780e+00 2.504869423214562740e+00 2.221901524844260400e+00 1.892246653946596302e+00
1.719999999999999973e+00 3.172246619417351532e+00 3.072570067785177272e+00 2.931945750040796383e+00 2.511783770608676747e+00 2.229210686581382550e+00 1.900138027383420969e+00
1.729999999999999982e+00 3.180035067021627082e+00 3.079827275765545380e+00 2.938855572918557257e+00 2.518732796647271233e+00 2.236550929486642580e+00 1.908055835139001344e+00
1.739999999999999991e+00 3.187847871496378271e+00 3.087114246338613643e+00 2.945799193378559000e+00 2.525716014984080715e+00 2.243921836021953720e+00 1.915999727252152063e+00
1.750000000000000000e+00 3.195684636980771209e+00 3.094430523484669848e+00 2.952776105578844401e+00 2.532732942180985436e+00 2.251322989974334998e+00 1.923969353976123120e+00
1.760000000000000009e+00 3.203544969840390166e+00 3.101775654213758227e+00 2.959785807567133276e+00 2.539783097798809841e+00 2.258753976583456780e+00 1.931964365916899018e+00
1.770000000000000018e+00 3.211428478769513539e+00 3.109149188654003471e+00 2.966827801345366833e+00 2.546866004482932766e+00 2.266214382663175542e+00 1.939984414165921045e+00
1.780000000000000027e+00 3.219334774887632200e+00 3.116550680134446250e+00 2.973901592929616200e+00 2.553981188043881634e+00 2.273703796717238212e+00 1.948029150427391665e+00
1.790000000000000036e+00 3.227263471830420283e+00 3.123979685262569195e+00 2.981006692405528735e+00 2.561128177533107397e+00 2.281221809049365223e+00 1.956098227140312895e+00
1.800000000000000044e+00 3.235214185835378231e+00 3.131435763996743393e+00 2.988142613979469786e+00 2.568306505314096100e+00 2.288768011867911234e+00 1.964191297595412999e+00
1.810000000000000053e+00 3.243186535822314642e+00 3.138918479713768139e+00 2.995308876025529976e+00 2.575515707129009346e+00 2.296341999385268728e+00 1.972308016047106483e+00
1.820000000000000062e+00 3.251180143468871186e+00 3.146427399271706893e+00 3.002505001128572992e+00 2.582755322160994904e+00 2.303943367912211215e+00 1.980448037820636609e+00
1.830000000000000071e+00 3.259194633281279341e+00 3.153962093068189976e+00 3.009730516123453548e+00 2.590024893092339742e+00 2.311571715947350114e+00 1.988611019414540992e+00
1.840000000000000080e+00 3.267229632660510141e+00 3.161522135094378960e+00 3.016984952130566278e+00 2.597323966158613384e+00 2.319226644261856762e+00 1.996796618598580597e+00
1.850000000000000089e+00 3.275284771964008801e+00 3.169107102984746405e+00 3.024267844587881449e+00 2.604652091198954800e+00 2.326907755979645831e+00 2.005004494507265367e+00
1.860000000000000098e+00 3.283359684563162517e+00 3.176716578062840579e+00 3.031578733279582494e+00 2.612008821702640926e+00 2.334614656653145381e+00 2.013234307729108163e+00
1.870000000000000107e+00 3.291454006896684437e+00 3.184350145383206154e+00 3.038917162361464808e+00 2.619393714852077615e+00 2.342346954334826759e+00 2.021485720391748675e+00
1.880000000000000115e+00 3.299567378520042116e+00 3.192007393769585200e+00 3.046282680383212149e+00 2.626806331562355989e+00 2.350104259644644866e+00 2.029758396243054097e+00
1.890000000000000124e+00 3.307699442151124103e+00 3.199687915849603215e+00 3.053674840307684324e+00 2.634246236517486572e+00 2.357886185833522497e+00 2.038052000728340474e+00
1.900000000000000133e+00 3.315849843712241007e+00 3.207391308086010806e+00 3.061093199527328945e+00 2.641712998203465279e+00 2.365692348843029258e+00 2.046366201063817059e+00
1.910000000000000142e+00 3.324018232368650683e+00 3.215117170804682178e+00 3.068537319877855385e+00 2.649206188938254769e+00 2.373522367361388774e+00 2.054700666306387813e+00
1.920000000000000151e+00 3.332204260563719433e+00 3.222865108219477470e+00 3.076006767649264173e+00 2.656725384898849018e+00 2.381375862875936278e+00 2.063055067419912181e+00
1.929999999999999938e+00 3.340407584050852474e+00 3.230634728454099491e+00 3.083501113594346865e+00 2.664270166145482399e+00 2.389252459722178479e+00 2.071429077338049041e+00
1.939999999999999947e+00 3.348627861922341076e+00 3.238425643561073208e+00 3.091019932934784276e+00 2.671840116643139140e+00 2.397151785129546742e+00 2.079822371023777983e+00
1.949999999999999956e+00 3.356864756635233427e+00 3.246237469537979425e+00 3.098562805364910133e+00 2.679434824280442662e+00 2.405073469263991459e+00 2.088234625525720034e+00
1.959999999999999964e+00 3.365117934034356217e+00 3.254069826341035476e+00 3.106129315053275164e+00 2.687053880886041579e+00 2.413017145267521535e+00 2.096665520031350649e+00
1.969999999999999973e+00 3.373387063372610850e+00 3.261922337896161039e+00 3.113719050642095088e+00 2.694696882242583413e+00 2.420982449294802219e+00 2.105114735917209767e+00
1.979999999999999982e+00 3.381671817328647300e+00 3.269794632107628551e+00 3.121331605244651808e+00 2.702363428098385256e+00 2.428969020546919655e+00 2.113581956796212857e+00
1.989999999999999991e+00 3.389971872022034649e+00 3.277686340864398140e+00 3.128966576440790792e+00 2.710053122176881324e+00 2.436976501302424492e+00 2.122066868562142439e+00
2.000000000000000000e+00 3.398286907026021986e+00 3.285597100044243657e+00 3.136623566270551944e+00 2.717765572183955758e+00 2.445004536945746043e+00 2.130569159431437321e+00
2.009999999999999787e+00 3.406616605378012252e+00 3.293526549515773727e+00 3.144302181226041881e+00 2.725500389813226843e+00 2.453052775993084911e+00 2.139088519982347059e+00
2.020000000000000018e+00 3.414960653587823192e+00 3.301474333138433082e+00 3.152002032241627116e+00 2.733257190749384780e+00 2.461120870115882653e+00 2.147624643191555993e+00
2.029999999999999805e+00 3.423318741643848639e+00 3.309440098760580984e+00 3.159722734682525402e+00 2.741035594669663844e+00 2.469208474161941336e+00 2.156177224468355469e+00
2.040000000000000036e+00 3.431690563017214757e+00 3.317423498215728017e+00 3.167463908331864086e+00 2.748835225243511537e+00 2.477315246174315533e+00 2.164745961686453946e+00
2.049999999999999822e+00 3.440075814663997811e+00 3.325424187317036040e+00 3.175225177376291175e+00 2.756655710130560433e+00 2.485440847408030063e+00 2.173330555213491611e+00
2.059999999999999609e+00 3.448474197025620747e+00 3.333441825850135931e+00 3.183006170390199063e+00 2.764496680976950671e+00 2.493584942344739375e+00 2.181930707938362968e+00
2.069999999999999840e+00 3.456885414027490722e+00 3.341476077564353275e+00 3.190806520318636874e+00 2.772357773410084381e+00 2.501747198705376096e+00 2.190546125296406910e+00
2.079999999999999627e+00 3.465309173075956206e+00 3.349526610162445461e+00 3.198625864458972234e+00 2.780238627031887955e+00 2.509927287460904655e+00 2.199176515292532663e+00
2.089999999999999858e+00 3.473745185053688456e+00 3.357593095288865737e+00 3.206463844441362010e+00 2.788138885410639034e+00 2.518124882841227041e+00 2.207821588522382861e+00
2.099999999999999645e+00 3.482193164313513112e+00 3.365675208516681227e+00 3.214320106208108374e+00 2.796058196071436797e+00 2.526339662342326431e+00 2.216481058191572373e+00
2.109999999999999876e+00 3.490652828670830043e+00 3.373772629333187556e+00 3.222194299991945954e+00 2.803996210485346641e+00 2.534571306731723261e+00 2.225154640133094830e+00
2.119999999999999662e+00 3.499123899394620096e+00 3.381885041124286229e+00 3.230086080293312456e+00 2.811952584057332505e+00 2.542819500052311277e+00 2.233842052822947899e+00
2.129999999999999893e+00 3.507606101197171089e+00 3.390012131157690067e+00 3.237995105856680045e+00 2.819926976112980821e+00 2.551083929624631264e+00 2.242543017394057259e+00
2.139999999999999680e+00 3.516099162222534158e+00 3.398153590565022419e+00 3.245921039645976780e+00 2.827919049884108915e+00 2.559364286047662418e+00 2.251257257648544563e+00
2.149999999999999911e+00 3.524602814033809484e+00 3.406309114322865650e+00 3.253863548819157625e+00 2.835928472493294716e+00 2.567660263198184190e+00 2.259984500068420665e+00
2.159999999999999698e+00 3.533116791599309803e+00 3.414478401232821092e+00 3.261822304701984088e+00 2.843954914937393053e+00 2.575971558228769887e+00 2.268724473824743626e+00
2.169999999999999929e+00 3.541640833277652334e+00 3.422661153900623976e+00 3.269796982761043580e+00 2.851998052070069178e+00 2.584297871564471993e+00 2.277476910785323216e+00
2.179999999999999716e+00 3.550174680801841731e+00 3.430857078714367514e+00 3.277787262576059568e+00 2.860057562583429913e+00 2.592638906898267592e+00 2.286241545520987906e+00
2.189999999999999947e+00 3.558718079262415124e+00 3.439065885821910307e+00 3.285792827811550243e+00 2.868133128988763048e+00 2.600994371185293641e+00 2.295018115310527573e+00
2.199999999999999734e+00 3.567270777089658118e+00 3.447287289107482611e+00 3.293813366187848146e+00 2.876224437596465844e+00 2.609363974635944938e+00 2.303806360144304843e+00
2.209999999999999964e+00 3.575832526034987691e+00 3.455521006167554532e+00 3.301848569451560689e+00 2.884331178495179504e+00 2.617747430707888068e+00 2.312606022726628741e+00
2.219999999999999751e+00 3.584403081151524617e+00 3.463766758286013658e+00 3.309898133345470672e+00 2.892453045530184230e+00 2.626144456097019297e+00 2.321416848476913763e+00
2.229999999999999982e+00 3.592982200773910950e+00 3.472024270408700541e+00 3.317961757577947424e+00 2.900589736281103281e+00 2.634554770727442374e+00 2.330238585529697204e+00
2.239999999999999769e+00 3.601569646497404964e+00 3.480293271117312681e+00 3.326039145791881868e+00 2.908740952038935124e+00 2.642978097740491972e+00 2.339070984733532921e+00
2.250000000000000000e+00 3.610165183156325508e+00 3.488573492602767168e+00 3.334130005533195718e+00 2.916906397782474514e+00 2.651414163482854747e+00 2.347913799648831734e+00
2.259999999999999787e+00 3.618768578801842661e+00 3.496864670638013983e+00 3.342234048218949205e+00 2.925085782154141167e+00 2.659862697493834638e+00 2.356766786544684411e+00
2.270000000000000018e+00 3.627379604679202174e+00 3.505166544550367913e+00 3.350350989105080224e+00 2.933278817435264862e+00 2.668323432491797931e+00 2.365629704394697441e+00
2.279999999999999805e+00 3.635998035204385026e+00 3.513478857193375937e+00 3.358480547253818393e+00 2.941485219520851402e+00 2.676796104359841166e+00 2.374502314871902442e+00
2.290000000000000036e+00 3.644623647940269162e+00 3.521801354918270732e+00 3.366622445500783822e+00 2.949704707893871625e+00 2.685280452130724083e+00 2.383384382342768504e+00
2.299999999999999822e+00 3.653256223572283190e+00 3.530133787545028490e+00 3.374776410421806538e+00 2.957937005599092561e+00 2.693776217971098674e+00 2.392275673860358776e+00
2.310000000000000053e+00 3.661895545883656844e+00 3.538475908333069686e+00 3.382942172299513217e+00 2.966181839216497806e+00 2.702283147165073007e+00 2.401175959156664153e+00
2.319999999999999840e+00 3.670541401730227804e+00 3.546827473951633891e+00 3.391119465089674545e+00 2.974438938834311319e+00 2.710800988097157749e+00 2.410085010634158920e+00
2.329999999999999627e+00 3.679193581014879033e+00 3.555188244449858370e+00 3.399308026387362069e+00 2.982708038021664176e+00 2.719329492234600298e+00 2.419002603356612102e+00
2.339999999999999858e+00 3.687851876661638162e+00 3.563557983226580017e+00 3.407507597392930965e+00 2.990988873800927816e+00 2.727868414109166473e+00 2.427928515039174506e+00
2.349999999999999645e+00 3.696516084589425599e+00 3.571936456999901033e+00 3.415717922877857138e+00 2.999281186619726203e+00 2.736417511298395500e+00 2.436862526037797849e+00
2.359999999999999876e+00 3.705186003685553064e+00 3.580323435776537444e+00 3.423938751150436222e+00 3.007584720322689975e+00 2.744976544406347418e+00 2.445804419338003743e+00
2.369999999999999662e+00 3.713861435778911257e+00 3.588718692820960676e+00 3.432169834021389310e+00 3.015899222122927714e+00 2.753545277043880635e+00 2.454753980543028735e+00
2.379999999999999893e+00 3.722542185612952803e+00 3.597122004624392577e+00 3.440410926769375433e+00 3.024224442573277827e+00 2.762123475808488049e+00 2.463710997861391139e+00
2.389999999999999680e+00 3.731228060818429171e+00 3.605533150873632575e+00 3.448661788106439641e+00 3.032560135537342383e+00 2.770710910263722404e+00 2.472675262093895654e+00
2.399999999999999911e+00 3.739918871885962837e+00 3.613951914419770262e+00 3.456922180143412238e+00 3.040906058160332215e+00 2.779307352918223284e+00 2.481646566620109962e+00
2.409999999999999698e+00 3.748614432138427155e+00 3.622378081246798054e+00 3.465191868355283589e+00 3.049261970839737934e+00 2.787912579204393282e+00 2.490624707384335057e+00
2.419999999999999929e+00 3.757314557703185898e+00 3.630811440440125271e+00 3.473470621546569159e+00 3.057627637195861503e+00 2.796526367456719342e+00 2.499609482881107070e+00
2.429999999999999716e+00 3.766019067484208449e+00 3.639251784155039360e+00 3.481758211816661674e+00 3.066002824042200814e+00 2.805148498889793007e+00 2.508600694140239451e+00
2.439999999999999947e+00 3.774727783134072201e+00 3.647698907585110728e+00 3.490054414525229465e+00 3.074387301355738344e+00 2.813778757576033573e+00 2.517598144711441499e+00
2.449999999999999734e+00 3.783440529025869914e+00 3.656152608930582915e+00 3.498359008257629910e+00 3.082780842247124120e+00 2.822416930423130133e+00 2.526601640648544311e+00
2.459999999999999964e+00 3.792157132225060234e+00 3.664612689366724574e+00 3.506671774790379281e+00 3.091183222930790286e+00 2.831062807151255800e+00 2.535610990493324834e+00
2.469999999999999751e+00 3.800877422461253818e+00 3.673078953012208547e+00 3.514992499056691866e+00 3.099594222694993295e+00 2.839716180270025703e+00 2.544626005258995072e+00
2.479999999999999982e+00 3.809601232099954604e+00 3.681551206897492268e+00 3.523320969112085699e+00 3.108013623871817899e+00 2.848376845055268891e+00 2.553646498413344901e+00
2.489999999999999769e+00 3.818328396114304191e+00 3.690029260933235911e+00 3.531656976100077561e+00 3.116441211807151390e+00 2.857044599525591533e+00 2.562672285861564703e+00
2.500000000000000000e+00 3.827058752056790247e+00 3.698512927878770284e+00 3.540000314217990329e+00 3.124876774830636528e+00 2.865719244418777123e+00 2.571703185928782442e+00
2.509999999999999787e+00 3.835792140030984676e+00 3.707002023310614458e+00 3.548350780682858918e+00 3.133320104225622238e+00 2.874400583168024159e+00 2.580739019342319196e+00
2.520000000000000018e+00 3.844528402663284439e+00 3.715496365591068884e+00 3.556708175697463226e+00 3.141770994199131195e+00 2.883088421878052809e+00 2.589779609213683109e+00
2.529999999999999805e+00 3.853267385074711449e+00 3.723995775836896893e+00 3.565072302416494310e+00 3.150229241851838946e+00 2.891782569301077022e+00 2.598824781020335095e+00
2.540000000000000036e+00 3.862008934852729336e+00 3.732500077888090573e+00 3.573442966912868890e+00 3.158694647148097001e+00 2.900482836812680709e+00 2.607874362587217387e+00
2.549999999999999822e+00 3.870752902023142372e+00 3.741009098276745437e+00 3.581819978144179295e+00 3.167167012886001665e+00 2.909189038387586912e+00 2.616928184068085361e+00
2.560000000000000053e+00 3.879499139022054344e+00 3.749522666196055010e+00 3.590203147919321047e+00 3.175646144667515269e+00 2.917900990575364784e+00 2.625986077926651063e+00
