kT  z1_n0  z1_n1  z1_n2  z1_n3  z1_n4  z1_n5
1.650000000000000133e+00 3.964495701864819144e-01 4.311073810984524801e-01 4.753111066778046845e-01 6.045633719886168711e-01 6.982334741529945266e-01 8.193835087033426445e-01
1.660000000000000142e+00 4.009946276236952545e-01 4.358968262215027201e-01 4.803490991692934697e-01 6.100342953336305163e-01 7.038187973122104202e-01 8.249345639356410187e-01
1.670000000000000151e+00 4.055475726794773861e-01 4.406923783576178200e-01 4.853908899562051626e-01 6.155032279741685652e-01 7.093993548552682826e-01 8.304792581035651544e-01
1.679999999999999938e+00 4.101082673116734356e-01 4.454939088880051079e-01 4.904363727452200061e-01 6.209701538751610794e-01 7.149751935264397895e-01 8.360176953243859677e-01
1.689999999999999947e+00 4.146765765388969460e-01 4.503012924755561697e-01 4.954854444700609872e-01 6.264350587778103607e-01 7.205463603233457359e-01 8.415499781580721983e-01
1.699999999999999956e+00 4.192523683531345080e-01 4.551144069619205701e-01 5.005380051777851280e-01 6.318979301016732775e-01 7.261129024371703045e-01 8.470762076056672640e-01
1.709999999999999964e+00 4.238355136349111763e-01 4.599331332678333606e-01 5.055939579190202871e-01 6.373587568511286383e-01 7.316748671963680950e-01 8.525964831092301965e-01
1.719999999999999973e+00 4.284258860709527772e-01 4.647573552966031696e-01 5.106532086420220162e-01 6.428175295260503130e-01 7.372323020136912763e-01 8.581109025532398515e-01
1.729999999999999982e+00 4.330233620742781619e-01 4.695869598406716694e-01 5.157156660904235190e-01 6.482742400365135715e-01 7.427852543363828719e-01 8.636195622673624728e-01
1.739999999999999991e+00 4.376278207066611747e-01 4.744218364911552133e-01 5.207812417045639686e-01 6.537288816213674414e-01 7.483337715993824135e-01 8.691225570304953463e-01
1.750000000000000000e+00 4.422391436033998868e-01 4.792618775502823780e-01 5.258498495262751149e-01 6.591814487705146552e-01 7.538779011813987463e-01 8.746199800759966170e-01
1.760000000000000009e+00 4.468572149003300908e-01 4.841069779466423140e-01 5.309214061070133273e-01 6.646319371507459772e-01 7.594176903637148701e-01 8.801119230980214425e-01
1.770000000000000018e+00 4.514819211630242690e-01 4.889570351531606907e-01 5.359958304192282696e-01 6.700803435349791393e-01 7.649531862915882607e-01 8.855984762588871018e-01
1.780000000000000027e+00 4.561131513181161945e-01 4.938119491077219148e-01 5.410730437708607399e-01 6.755266657347631654e-01 7.704844359381229912e-01 8.910797281973895645e-01
1.790000000000000036e+00 4.607507965866931565e-01 4.986716221363594048e-01 5.461529697228620917e-01 6.809709025359104162e-01 7.760114860704941941e-01 8.965557660380083504e-01
1.800000000000000044e+00 4.653947504196980778e-01 5.035359588789339869e-01 5.512355340096399825e-01 6.864130536371262359e-01 7.815343832184050710e-01 9.020266754009278465e-01
1.810000000000000053e+00 4.700449084352862350e-01 5.084048662172270250e-01 5.563206644623277519e-01 6.918531195915098575e-01 7.870531736446728654e-01 9.074925404128169060e-01
1.820000000000000062e+00 4.747011683580805719e-01 5.132782532053731250e-01 5.614082909347838379e-01 6.972911017508058862e-01 7.925679033178328892e-01 9.129534437183050022e-01
1.830000000000000071e+00 4.793634299602727578e-01 5.181560310025612459e-01 5.664983452322277513e-01 7.027270022122911186e-01 7.980786178866621228e-01 9.184094664921029771e-01
1.840000000000000080e+00 4.840315950045172566e-01 5.230381128079335529e-01 5.715907610424262320e-01 7.081608237681848994e-01 8.035853626565310215e-01 9.238606884517094331e-01
1.850000000000000089e+00 4.887055671885653929e-01 5.279244137976131235e-01 5.766854738693371063e-01 7.135925698574759890e-01 8.090881825674838268e-01 9.293071878706605782e-01
1.860000000000000098e+00 4.933852520915915085e-01 5.328148510637957802e-01 5.817824209691329074e-01 7.190222445200632473e-01 8.145871221739671153e-01 9.347490415922707907e-01
1.870000000000000107e+00 4.980705571221595296e-01 5.377093435558385481e-01 5.868815412885167726e-01 7.244498523531127665e-01 8.200822256261195431e-01 9.401863250438229347e-01
1.880000000000000115e+00 5.027613914677837581e-01 5.426078120232860069e-01 5.919827754052571223e-01 7.298753984695349750e-01 8.255735366525450702e-01 9.456191122511630187e-01
1.890000000000000124e+00 5.074576660460349276e-01 5.475101789607662583e-01 5.970860654708590731e-01 7.352988884584933382e-01 8.310610985444936150e-01 9.510474758536648920e-01
1.900000000000000133e+00 5.121592934571489453e-01 5.524163685547061053e-01 6.021913551553043087e-01 7.407203283478542843e-01 8.365449541413745305e-01 9.564714871195221235e-01
1.910000000000000142e+00 5.168661879380896940e-01 5.573263066317990511e-01 6.072985895937815792e-01 7.461397245685006396e-01 8.420251458175368464e-01 9.618912159613363100e-01
1.920000000000000151e+00 5.215782653180258688e-01 5.622399206091752699e-01 6.124077153353427727e-01 7.515570839204193110e-01 8.475017154702502165e-01 9.673067309519650658e-01
1.929999999999999938e+00 5.262954429751764973e-01 5.671571394462159299e-01 6.175186802934179431e-01 7.569724135404970466e-01 8.529747045088187374e-01 9.727180993406019383e-01
1.939999999999999947e+00 5.310176397949871729e-01 5.720778935979624613e-01 6.226314336981179087e-01 7.623857208719423406e-01 8.584441538447764586e-01 9.781253870690564955e-01
1.949999999999999956e+00 5.357447761295920374e-01 5.770021149700619301e-01 6.277459260502710192e-01 7.677970136352648689e-01 8.639101038830987456e-01 9.835286587882067222e-01
1.959999999999999964e+00 5.404767737585289833e-01 5.819297368752092137e-01 6.328621090771243685e-01 7.732062998007478427e-01 8.693725945143799816e-01 9.889279778746000726e-01
1.969999999999999973e+00 5.452135558506622237e-01 5.868606939910275822e-01 6.379799356896567186e-01 7.786135875623434455e-01 8.748316651079243167e-01 9.943234064471768718e-01
1.979999999999999982e+00 5.499550469272816988e-01 5.917949223193461616e-01 6.430993599414440709e-01 7.840188853129328450e-01 8.802873545057003923e-01 9.997150053840923034e-01
1.989999999999999991e+00 5.547011728263397945e-01 5.967323591468268740e-01 6.482203369890228162e-01 7.894222016208879422e-01 8.857397010171108587e-01 1.005102834339617557e+00
2.000000000000000000e+00 5.594518606677910677e-01 6.016729430068967766e-01 6.533428230536966197e-01 7.948235452078785679e-01 8.911887424145336078e-01 1.010486951761098595e+00
2.009999999999999787e+00 5.642070388200007836e-01 6.066166136429438360e-01 6.584667753847390781e-01 8.002229249278723922e-01 8.966345159295923128e-01 1.015867414905954114e+00
2.020000000000000018e+00 5.689666368671907337e-01 6.115633119727325040e-01 6.635921522239391912e-01 8.056203497472710362e-01 9.020770582501126400e-01 1.021244279858694703e+00
2.029999999999999805e+00 5.737305855778861430e-01 6.165129800539999039e-01 6.687189127714406878e-01 8.110158287261326482e-01 9.075164055177270539e-01 1.026617601547944458e+00
2.040000000000000036e+00 5.784988168743381287e-01 6.214655610511966577e-01 6.738470171528362362e-01 8.164093710004370896e-01 9.129525933260926873e-01 1.031987433763454032e+00
2.049999999999999822e+00 5.832712638028852981e-01 6.264209992033259455e-01 6.789764263874605854e-01 8.218009857653384431e-01 9.183856567196806431e-01 1.037353829173086162e+00
2.059999999999999609e+00 5.880478605052310570e-01 6.313792397928555955e-01 6.841071023578519927e-01 8.271906822593697584e-01 9.238156301931123027e-01 1.042716839339763446e+00
2.069999999999999840e+00 5.928285421906017705e-01 6.363402291156594615e-01 6.892390077803286497e-01 8.325784697495515196e-01 9.292425476910032289e-01 1.048076514738362164e+00
2.079999999999999627e+00 5.976132451087636799e-01 6.413039144519525614e-01 6.943721061766473523e-01 8.379643575173623127e-01 9.346664426082844646e-01 1.053432904772543033e+00
2.089999999999999858e+00 6.024019065238672699e-01 6.462702440381983271e-01 6.995063618467054489e-01 8.433483548455398271e-01 9.400873477909785780e-01 1.058786057791507584e+00
2.099999999999999645e+00 6.071944646890967690e-01 6.512391670399397814e-01 7.046417398422420986e-01 8.487304710056625678e-01 9.455052955373939305e-01 1.064136021106668606e+00
2.109999999999999876e+00 6.119908588220955847e-01 6.562106335255364353e-01 7.097782059415117528e-01 8.541107152464905150e-01 9.509203175997192892e-01 1.069482841008226437e+00
2.119999999999999662e+00 6.167910290811452478e-01 6.611845944407680475e-01 7.149157266248866716e-01 8.594890967830163264e-01 9.563324451859851472e-01 1.074826562781640904e+00
2.129999999999999893e+00 6.215949165420748823e-01 6.661610015842842625e-01 7.200542690513606070e-01 8.648656247862062108e-01 9.617417089623762072e-01 1.080167230723994010e+00
2.139999999999999680e+00 6.264024631758755568e-01 6.711398075838611588e-01 7.251938010359173514e-01 8.702403083733882827e-01 9.671481390558654967e-01 1.085504888160230497e+00
2.149999999999999911e+00 6.312136118269984220e-01 6.761209658734503858e-01 7.303342910277370592e-01 8.756131565992687493e-01 9.725517650571546824e-01 1.090839577459274512e+00
2.159999999999999698e+00 6.360283061923157621e-01 6.811044306709804763e-01 7.354757080892018184e-01 8.809841784475347382e-01 9.779526160238924959e-01 1.096171340050013043e+00
2.169999999999999929e+00 6.408464908007222016e-01 6.860901569568980118e-01 7.406180218756841516e-01 8.863533828230293343e-01 9.833507204841615001e-01 1.101500216437141022e+00
2.179999999999999716e+00 6.456681109933561924e-01 6.910781004534133354e-01 7.457612026160760355e-01 8.917207785444591917e-01 9.887461064402034427e-01 1.106826246216864096e+00
2.189999999999999947e+00 6.504931129044231319e-01 6.960682176044340475e-01 7.509052210940424521e-01 8.970863743376212840e-01 9.941388013723762018e-01 1.112149468092451521e+00
2.199999999999999734e+00 6.553214434425979062e-01 7.010604655561565313e-01 7.560500486299664979e-01 9.024501788291124926e-01 9.995288322433186767e-01 1.117469919889635843e+00
2.209999999999999964e+00 6.601530502729942018e-01 7.060548021383034056e-01 7.611956570635644015e-01 9.078122005405113715e-01 1.004916225502308968e+00 1.122787638571858260e+00
2.219999999999999751e+00 6.649878817996727198e-01 7.110511858459706014e-01 7.663420187371431380e-01 9.131724478829960079e-01 1.010301007089803527e+00 1.128102660255350775e+00
2.229999999999999982e+00 6.698258871486836297e-01 7.160495758220778439e-01 7.714891064794808795e-01 9.185309291523905406e-01 1.015683202442139832e+00 1.133415020224054715e+00
2.239999999999999769e+00 6.746670161516140629e-01 7.210499318403922331e-01 7.766368935903023019e-01 9.238876525246070281e-01 1.021062836496390736e+00 1.138724752944375807e+00
2.250000000000000000e+00 6.795112193296320990e-01 7.260522142891103758e-01 7.817853538253342061e-01 9.292426260514737857e-01 1.026439933695355800e+00 1.144031892079767632e+00
2.259999999999999787e+00 6.843584478780091462e-01 7.310563841549773123e-01 7.869344613819099221e-01 9.345958576569225462e-01 1.031814517992680758e+00 1.149336470505140317e+00
2.270000000000000018e+00 6.892086536511055073e-01 7.360624030079265800e-01 7.920841908851157243e-01 9.399473551335237875e-01 1.037186612858088886e+00 1.154638520321104922e+00
2.279999999999999805e+00 6.940617891478015888e-01 7.410702329862211002e-01 7.972345173744439517e-01 9.452971261393472435e-01 1.042556241282717178e+00 1.159938072868032632e+00
2.290000000000000036e+00 6.989178074973662058e-01 7.460798367820814514e-01 8.023854162909497267e-01 9.506451781951360536e-01 1.047923425784546447e+00 1.165235158739946320e+00
2.299999999999999822e+00 7.037766624457423292e-01 7.510911776277791052e-01 8.075368634648797395e-01 9.559915186817738997e-01 1.053288188413910254e+00 1.170529807798226019e+00
2.310000000000000053e+00 7.086383083422400642e-01 7.561042192821858521e-01 8.126888351037638847e-01 9.613361548380350285e-01 1.058650550759084430e+00 1.175822049185145435e+00
2.319999999999999840e+00 7.135027001266216473e-01 7.611189260177572136e-01 8.178413077809488785e-01 9.666790937585982846e-01 1.064010533951933235e+00 1.181111911337219267e+00
2.329999999999999627e+00 7.183697933165693605e-01 7.661352626079416250e-01 8.229942584245599768e-01 9.720203423923148289e-01 1.069368158673619673e+00 1.186399421998378889e+00
2.339999999999999858e+00 7.232395439955189298e-01 7.711531943149949608e-01 8.281476643068721444e-01 9.773599075407145564e-01 1.074723445160360225e+00 1.191684608232963960e+00
2.349999999999999645e+00 7.281119088008514151e-01 7.761726868781889666e-01 8.333015030340765739e-01 9.826977958567388871e-01 1.080076413209220210e+00 1.196967496438534173e+00
2.359999999999999876e+00 7.329868449124288254e-01 7.811937065024022742e-01 8.384557525364322306e-01 9.880340138436879416e-01 1.085427082183945346e+00 1.202248112358501375e+00
2.369999999999999662e+00 7.378643100414646883e-01 7.862162198470763474e-01 8.436103910587778865e-01 9.933685678543712205e-01 1.090775471020819287e+00 1.207526481094581383e+00
2.379999999999999893e+00 7.427442624197173604e-01 7.912401940155301405e-01 8.487653971514039775e-01 9.987014640904503526e-01 1.096121598234544914e+00 1.212802627119067944e+00
2.389999999999999680e+00 7.476266607889956450e-01 7.962655965446125972e-01 8.539207496612604142e-01 1.004032708601961366e+00 1.101465481924135403e+00 1.218076574286923730e+00
2.399999999999999911e+00 7.525114643909682766e-01 8.012923953946913258e-01 8.590764277234946844e-01 1.009362307287011928e+00 1.106807139778820837e+00 1.223348345847695473e+00
2.409999999999999698e+00 7.573986329572641729e-01 8.063205589399579098e-01 8.642324107533028155e-01 1.014690265891636800e+00 1.112146589083953918e+00 1.228617964457252576e+00
2.419999999999999929e+00 7.622881266998603467e-01 8.113500559590437478e-01 8.693886784380863153e-01 1.020016590009808155e+00 1.117483846726920804e+00 1.233885452189344090e+00
2.429999999999999716e+00 7.671799063017389342e-01 8.163808556259334326e-01 8.745452107298999911e-01 1.025341285083588794e+00 1.122818929203038829e+00 1.239150830546983384e+00
2.439999999999999947e+00 7.720739329078150082e-01 8.214129275011681219e-01 8.797019878381832081e-01 1.030664356403421911e+00 1.128151852621454010e+00 1.244414120473658514e+00
2.449999999999999734e+00 7.769701681161175211e-01 8.264462415233227999e-01 8.848589902227577131e-01 1.035985809108546318e+00 1.133482632711015903e+00 1.249675342364360953e+00
2.459999999999999964e+00 7.818685739692223802e-01 8.314807680007597623e-01 8.900161985870929104e-01 1.041305648187534016e+00 1.138811284826140469e+00 1.254934516076454454e+00
2.469999999999999751e+00 7.867691129459226662e-01 8.365164776036335681e-01 8.951735938718149432e-01 1.046623878478938341e+00 1.144137823952649180e+00 1.260191660940359171e+00
2.479999999999999982e+00 7.916717479531379942e-01 8.415533413561543385e-01 9.003311572484635761e-01 1.051940504672049803e+00 1.149462264713584814e+00 1.265446795770074573e+00
2.489999999999999769e+00 7.965764423180413667e-01 8.465913306290866469e-01 9.054888701134772289e-01 1.057255531307748075e+00 1.154784621374997489e+00 1.270699938873528945e+00
2.500000000000000000e+00 8.014831597804129570e-01 8.516304171324882155e-01 9.106467140824047179e-01 1.062568962779449011e+00 1.160104907851702949e+00 1.275951108062765016e+00
2.509999999999999787e+00 8.063918644851985063e-01 8.566705729086693255e-01 9.158046709843297162e-01 1.067880803334138706e+00 1.165423137713003987e+00 1.281200320663954617e+00
2.520000000000000018e+00 8.113025209752786626e-01 8.617117703253757144e-01 9.209627228565071544e-01 1.073191057073485499e+00 1.170739324188377672e+00 1.286447593527255240e+00
2.529999999999999805e+00 8.162150941844293905e-01 8.667539820691768648e-01 9.261208519391922467e-01 1.078499727955030352e+00 1.176053480173123944e+00 1.291692943036498287e+00
2.540000000000000036e+00 8.211295494304823306e-01 8.717971811390632375e-01 9.312790406706684676e-01 1.083806819793446286e+00 1.181365618233973125e+00 1.296936385118721891e+00
2.549999999999999822e+00 8.260458524086633503e-01 8.768413408402356835e-01 9.364372716824544973e-01 1.089112336261861769e+00 1.186675750614651470e+00 1.302177935253537866e+00
2.560000000000000053e+00 8.309639691851171683e-01 8.818864347780883683e-01 9.415955277946942426e-01 1.094416280893247606e+00 1.191983889241400307e+00 1.307417608482348115e+00
